"id","title","normalized_title","type","subtype","grade","is_event","is_personal","description","raw_response"
"1111","🩸👾Потроха отродья тьмы [Квест]","потроха отродья тьмы квест","еда",NULL,NULL,"0","1","Отвратительная каша из кишок и органов монстра. 
","📋 Страница ресурса

🩸👾Потроха отродья тьмы [Квест]
Отвратительная каша из кишок и органов монстра. 
* Предмет нельзя передать

Дроп c монстров:
🐾👾 Отродье тьмы🔸34 🏕 Пост сопротивления
🐾👾 Отродье тьмы🔸34 🏕 Пост сопротивления"
"1112","📜🔮Свиток Каллидуса","свиток каллидуса","свиток",NULL,NULL,"0","1","Свиток, найденный внутри чрева хранителя тайн Каллидуса, написан на незнакомом языке. 
","📋 Страница ресурса

📜🔮Свиток Каллидуса
Свиток, найденный внутри чрева хранителя тайн Каллидуса, написан на незнакомом языке. 
* Предмет нельзя передать

Дроп c монстров:
📜🔮🐊 Хранитель тайн Каллидус🔸34 🏕 Пост сопротивления"
"1113","🫀👾 Сердце зараженного троглодита [Квест]","сердце зараженного троглодита квест","квест",NULL,NULL,"0","1","До сих пор пульсирует. 
","📋 Страница ресурса

🫀👾 Сердце зараженного троглодита [Квест]
До сих пор пульсирует. 
* Предмет нельзя передать

Дроп c монстров:
🦠🐊 Троглодит-мутант🔸34 🏕 Пост сопротивления
🦠🐊 Троглодит-мутант🔸34 🏕 Пост сопротивления
👾🐊 Поглощенный троглодит🔸34 🏕 Пост сопротивления
👾🐊 Поглощенный троглодит🔸34 🏕 Пост сопротивления
🗡🐊🗡 Троглодит берсеркер🔸34 🏕 Пост сопротивления
🗡🐊🗡 Троглодит берсеркер🔸34 🏕 Пост сопротивления
🦠🐊 Троглодит-мутант🔸34 🏕 Пост сопротивления
👾🐊 Поглощенный троглодит🔸34 🏕 Пост сопротивления
🗡🐊🗡 Троглодит берсеркер🔸34 🏕 Пост сопротивления"
"1114","🧪🐊Зелье троглодитов","зелье троглодитов","зелье",NULL,NULL,"0","1","Зелье для зараженных тьмой троглодитов.","📋 Страница ресурса

🧪🐊Зелье троглодитов
Зелье для зараженных тьмой троглодитов. 
* Предмет нельзя передать"
"1115","🐚Ракушка","ракушка","материал",NULL,NULL,"0","0","Красивая, но бесполезная.","📋 Страница ресурса

🐚Ракушка
Красивая, но бесполезная."
"1116","🐡Йелдемский ёж","йелдемский ёж","материал",NULL,NULL,"0","0","Странная рыба с острыми шипами.","📋 Страница ресурса

🐡Йелдемский ёж
Странная рыба с острыми шипами."
"1117","🦈Чиртец","чиртец","материал",NULL,NULL,"0","0","Увесистая рыба с нежнейшим мясом.","📋 Страница ресурса

🦈Чиртец
Увесистая рыба с нежнейшим мясом."
"1118","📿Охотничий трофей","охотничий трофей","прочее",NULL,NULL,"0","0","Ценная вещь в коллекции любого охотника.","📋 Страница ресурса

📿Охотничий трофей
Ценная вещь в коллекции любого охотника."
"1119","🐗Ребра вепря","ребра вепря","материал",NULL,NULL,"0","0","Сочные ребра кабана.","📋 Страница ресурса

🐗Ребра вепря
Сочные ребра кабана."
"1120","🐻Медвежья вырезка","медвежья вырезка","еда",NULL,NULL,"0","0","Огромная и нежная вырезка медведя.","📋 Страница ресурса

🐻Медвежья вырезка
Огромная и нежная вырезка медведя."
"1125","🍄Пещерный гриб","пещерный гриб","материал",NULL,NULL,"0","0","Является как снотворным, так и слабительным средством.","📋 Страница ресурса

🍄Пещерный гриб
Является как снотворным, так и слабительным средством."
"1126","🌕🪨Лунный камень","лунный камень","материал",NULL,NULL,"0","0","В темноте действительно напоминает луну.","📋 Страница ресурса

🌕🪨Лунный камень
В темноте действительно напоминает луну."
"1127","Аркенстон","аркенстон","материал",NULL,NULL,"0","0","Легендарный камень, прозванный шахтерами ""сердце горы"".","📋 Страница ресурса

Аркенстон
Легендарный камень, прозванный шахтерами ""сердце горы""."
"1128","💟 Талант - Потрошитель [Ивент]","талант - потрошитель","талант",NULL,NULL,"1","0","Увеличивает атаку персонажа на 5%.
Эффект: 24 ч.
После окончания ивента - будет доступен для использования.
Для использования: /use_tal_vla_1","📋 Страница ресурса

💟 Талант - Потрошитель [Ивент]
Увеличивает атаку персонажа на 5%.
Эффект: 24 ч.
После окончания ивента - будет доступен для использования.
Для использования: /use_tal_vla_1"
"1129","🎃💟 Набор талантов Джека","набор талантов джека","контейнер",NULL,NULL,"0","0","Сундук содержит 2 случайных таланта. Включая талант потрошителя
Для использования: /use_box_tal_jack","📋 Страница ресурса

🎃💟 Набор талантов Джека
Сундук содержит 2 случайных таланта. Включая талант потрошителя
Для использования: /use_box_tal_jack"
"1130","💜 Осколок души [Ивент]","осколок души","материал",NULL,NULL,"1","1","Позволяет повысить уровень сопротивления локации.","📋 Страница ресурса

💜 Осколок души [Ивент]
Позволяет повысить уровень сопротивления локации. 
* Предмет нельзя передать"
"1131","💧 Слёзы Обезумевших [I]","слёзы обезумевших","материал",NULL,"I","0","1","Можно получить убивая последователей культа обезумевших.","📋 Страница ресурса

💧 Слёзы Обезумевших [I]
Можно получить убивая последователей культа обезумевших. 
* Предмет нельзя передать"
"1132","💧 Слёзы Обезумевших [I]","слёзы обезумевших","материал",NULL,"I","0","1","Можно получить убивая последователей культа обезумевших.","📋 Страница ресурса

💧 Слёзы Обезумевших [I]
Можно получить убивая последователей культа обезумевших. 
* Предмет нельзя передать"
"1133","🍥 Рождественское чудо [Ивент]","рождественское чудо","ивент",NULL,NULL,"1","1","Хранит в себе частичку чуда. Используется в улучшение 🌠 Духа рождества
Можно получить выполняя ежедневные награды, ежедневные задания на поиск осколков и за первые 3 сражения с другими игроками в день.
","📋 Страница ресурса

🍥 Рождественское чудо [Ивент]
Хранит в себе частичку чуда. Используется в улучшение 🌠 Духа рождества
Можно получить выполняя ежедневные награды, ежедневные задания на поиск осколков и за первые 3 сражения с другими игроками в день.
 * Предмет нельзя передать"
"1134","🚷 Свиток ""Only PvE"" 1ч","свиток only pve 1ч","свиток",NULL,NULL,"0","0","Позволяет 1ч. не встречать других игроков в зонах охоты.
Для использования: /use_only_pve","📋 Страница ресурса

🚷 Свиток ""Only PvE"" 1ч
Позволяет 1ч. не встречать других игроков в зонах охоты.
Для использования: /use_only_pve"
"1135","🍥 Рождественские монеты [Ивент]","рождественские монеты","ивент",NULL,NULL,"1","1","Можно обменять на награды до 19 января у 🎭 Наемник Ray в Цирте","📋 Страница ресурса

🍥 Рождественские монеты [Ивент]
Можно обменять на награды до 19 января у 🎭 Наемник Ray в Цирте
* Предмет нельзя передать"
"1136","🌡🎆 Личное зелье очищения камня [III]","личное зелье очищения камня","зелье",NULL,"III","0","1","Используется для синтеза камней одного уровня. Приоритетное использование над обычным зельем.
","📋 Страница ресурса

🌡🎆 Личное зелье очищения камня [III]
Используется для синтеза камней одного уровня. Приоритетное использование над обычным зельем.
 * Предмет нельзя передать"
"1137","🍪 Кошель с печеньками (5)","кошель с печеньками 5","еда",NULL,NULL,"0","0","Содержит в себе 5 печенек
Для использования: /use_opencookbag_1","📋 Страница ресурса

🍪 Кошель с печеньками (5)
Содержит в себе 5 печенек
Для использования: /use_opencookbag_1"
"1138","🔖 Свиток бонуса заточки","свиток бонуса заточки","прочее",NULL,NULL,"0","0","При использование - дает временный бонус заточки +5% к фактическому шансу на 1 заточку. Предмет нужно успеть заточить за 60 минут после использования свитка
/use_enchantbonus5","📋 Страница ресурса

🔖 Свиток бонуса заточки
При использование - дает временный бонус заточки +5% к фактическому шансу на 1 заточку. Предмет нужно успеть заточить за 60 минут после использования свитка
/use_enchantbonus5"
"1139","🍰 Челендж пройден [Ивент]","челендж пройден","прочее",NULL,NULL,"1","1","Собери 3 части для обмена на Маховик энергии","📋 Страница ресурса

🍰 Челендж пройден [Ивент]
Собери 3 части для обмена на Маховик энергии 
* Предмет нельзя передать"
"1140","🌡Зелье [IV] +4 сил. (1 ч)","зелье+4 сил 1 ч","зелье",NULL,"IV","0","0","Эликсир усиления.
Эффект: +4 сила 
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_str_4_1

","📋 Страница ресурса

🌡Зелье [IV] +4 сил. (1 ч)
Эликсир усиления.
Эффект: +4 сила 
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_str_4_1

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1141","🌡Зелье [IV] +4 лов. (1 ч)","зелье+4 лов 1 ч","зелье",NULL,"IV","0","0","Эликсир усиления. 
Эффект: +4 ловкость
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_agi_4_1

","📋 Страница ресурса

🌡Зелье [IV] +4 лов. (1 ч)
Эликсир усиления. 
Эффект: +4 ловкость
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_agi_4_1

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1142","🌡Зелье [IV] +4 инт. (1 ч)","зелье+4 инт 1 ч","зелье",NULL,"IV","0","0","Эликсир усиления.
Эффект: +4 интуиция
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_int_4_1

","📋 Страница ресурса

🌡Зелье [IV] +4 инт. (1 ч)
Эликсир усиления.
Эффект: +4 интуиция
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_int_4_1

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1143","🌡Зелье [IV] +4 вын. (1 ч)","зелье+4 вын 1 ч","зелье",NULL,"IV","0","0","Эликсир усиления.
Эффект: +4 выносливость
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_end_4_1

","📋 Страница ресурса

🌡Зелье [IV] +4 вын. (1 ч)
Эликсир усиления.
Эффект: +4 выносливость
Действие: 1 час
(Срок действия продляется, если употребить более одного усиления)
Для использования: /use_buff_end_4_1

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1144","📜 Часть карты сокровищ 1 [Квест]","часть карты сокровищ 1 квест","квест",NULL,NULL,"0","1","Потерянная часть карты сокровищ 
","📋 Страница ресурса

📜 Часть карты сокровищ 1 [Квест]
Потерянная часть карты сокровищ 
* Предмет нельзя передать

Дроп c монстров:
🕸🧟‍♂️ Зомби-пожиратель🔸30 🚧 🏺 Забытое хранилище"
"1145","📜 Часть карты сокровищ 2 [Квест]","часть карты сокровищ 2 квест","квест",NULL,NULL,"0","1","Потерянная часть карты сокровищ 
","📋 Страница ресурса

📜 Часть карты сокровищ 2 [Квест]
Потерянная часть карты сокровищ 
* Предмет нельзя передать

Дроп c монстров:
👳🏾 Головорез🔸31 🗻 Ущелье головорезов"
"1146","📦 Сокровище [Квест]","сокровище квест","квест",NULL,NULL,"0","1","Искомый предмет Роджера 
","📋 Страница ресурса

📦 Сокровище [Квест]
Искомый предмет Роджера 
* Предмет нельзя передать

Дроп c монстров:
🧞‍♀️ Джин желаний🔸32 🌌 Пещера грёз"
"1147","🎟 Сертификат расширения аккаунта","сертификат расширения аккаунта","документ",NULL,NULL,"0","1","Сертификат увеличения максимального количества персонажей на аккаунтеДля использования: /use_plus_personage","📋 Страница ресурса

🎟 Сертификат расширения аккаунта
Сертификат увеличения максимального количества персонажей на аккаунте
* Предмет нельзя передать
Для использования: /use_plus_personage"
"1148","🧬  Особый реагент [Квест]","особый реагент квест","материал",NULL,NULL,"0","1","Особый реагент для зелий Феика 
","📋 Страница ресурса

🧬  Особый реагент [Квест]
Особый реагент для зелий Феика 
* Предмет нельзя передать

Дроп c монстров:
💀 Скелет рабочего🔸13 ☠️ Проклятые земли
💀 Скелет в доспехах🔸14 ☠️ Проклятые земли
👯‍♀️ Одержимые🔸16 ⛺️ Лагерь фанатиков
👯‍♂️ Одержимые🔸17 ⛺️ Лагерь фанатиков
👲🏾 Глава лагеря🔸20 ⛺️ Лагерь фанатиков
🦐🦐🦐 Стая креветок🔸22 🛶 Лодочная станция
🐠 Рыба ангел🔸23 🛶 Лодочная станция
🐟 Морской окунь🔸24 🛶 Лодочная станция
🧔🏿⛏ Гном рудокоп🔸25 🧊⛏🧊Морозная шахта
🔨🧔🏿🛡 Гном стражник🔸26 🧊⛏🧊Морозная шахта
👳🏿‍♂️ Гном начальник шахты🔸27 🧊⛏🧊Морозная шахта
🕸🧟‍♂️ Зомби-пожиратель🔸30 🚧 🏺 Забытое хранилище
🕸🧟‍♂️ Зомби-воин🔸30 🚧 🏺 Забытое хранилище
🕸🧟‍♂️ Древний зомби🔸31 🚧 🏺 Забытое хранилище
🕸🧟‍♂️ Древний зомби🔸31 🚧 🏺 Забытое хранилище
🐊🐾 Лазутчик🔸33 🏚 Заброшенный район
🛡🐊 Зараженный храмовник🔸33 🏚 Заброшенный район
🔪🐊 Зараженный истребитель🔸33 🏚 Заброшенный район
💪🐊🔪 Эртус зараженный🔸35 🏚 Заброшенный район"
"1149","🔖  Сертификат Бертрана","сертификат бертрана","документ",NULL,NULL,"0","1","Увеличивает максимальный размер склада Бертрана на 1Для использования:  /use_bertran_upd","📋 Страница ресурса

🔖  Сертификат Бертрана
Увеличивает максимальный размер склада Бертрана на 1
* Предмет нельзя передать
Для использования:  /use_bertran_upd"
"1150","🔖 Сертификат Бернарда","сертификат бернарда","документ",NULL,NULL,"0","1","Увеличивает максимальный размер склада Бернарда на 1Для использования: /use_bernard_upd","📋 Страница ресурса

🔖 Сертификат Бернарда
Увеличивает максимальный размер склада Бернарда на 1
* Предмет нельзя передать
Для использования: /use_bernard_upd"
"1151","🪺 Пасхальное яйцо [Ивент]","пасхальное яйцо","ивент",NULL,NULL,"1","1","Можно обменять на награды у 👨🏽‍🍳 Повара Николя  в 🏡🏛 Грейт-Йелдеме","📋 Страница ресурса

🪺 Пасхальное яйцо [Ивент]
Можно обменять на награды у 👨🏽‍🍳 Повара Николя  в 🏡🏛 Грейт-Йелдеме
* Предмет нельзя передать"
"1152","🌟 Личный премиум 7 дней","личный премиум 7 дней","премиум",NULL,NULL,"0","1","Дает премиум статус для комфортного и быстрого развития на 7 дней
➕ 40% к опыту за убийство монстров
➕ 20% к золоту с монстров
➕ 20% к шансу дропа вещей с монстра
➕ 4 дополнительных слота сохранения биндов, 2 дополнительных слота пресетов
➕ Доступ к 🌽 Ферме из любой точки мира
Для использования: /use_prem7l","📋 Страница ресурса

🌟 Личный премиум 7 дней
Дает премиум статус для комфортного и быстрого развития на 7 дней
➕ 40% к опыту за убийство монстров
➕ 20% к золоту с монстров
➕ 20% к шансу дропа вещей с монстра
➕ 4 дополнительных слота сохранения биндов, 2 дополнительных слота пресетов
➕ Доступ к 🌽 Ферме из любой точки мира

* Предмет нельзя передать
Для использования: /use_prem7l"
"1153","🌡📦 Набор зелий [III]","набор зелий","контейнер",NULL,"III","0","0","Содержимое набора:
🌡Усиление [III] +3 сила (1 ч) - 1 шт 
🌡Усиление [III] +3 ловкость (1 ч) - 1 шт 
🌡Усиление [III] +3 интуиция (1 ч) - 1 шт
🌡Усиление [III] +3 выносливость (1 ч) - 1 шт 
Для использования: /use_buffbox3","📋 Страница ресурса

🌡📦 Набор зелий [III]
Содержимое набора:
🌡Усиление [III] +3 сила (1 ч) - 1 шт 
🌡Усиление [III] +3 ловкость (1 ч) - 1 шт 
🌡Усиление [III] +3 интуиция (1 ч) - 1 шт
🌡Усиление [III] +3 выносливость (1 ч) - 1 шт 
Для использования: /use_buffbox3"
"1154","🌡📦 Набор зелий [II]","набор зелий","контейнер",NULL,"II","0","0","Содержимое набора:
🌡Усиление [II] +2 сила (1 ч) - 1 шт 
🌡Усиление [II] +2 ловкость (1 ч) - 1 шт 
🌡Усиление [II] +2 интуиция (1 ч) - 1 шт
🌡Усиление [II] +2 выносливость (1 ч) - 1 шт 
Для использования: /use_buffbox2","📋 Страница ресурса

🌡📦 Набор зелий [II]
Содержимое набора:
🌡Усиление [II] +2 сила (1 ч) - 1 шт 
🌡Усиление [II] +2 ловкость (1 ч) - 1 шт 
🌡Усиление [II] +2 интуиция (1 ч) - 1 шт
🌡Усиление [II] +2 выносливость (1 ч) - 1 шт 
Для использования: /use_buffbox2"
"1155","🌡📦 Набор зелий [IV]","набор зелий","контейнер",NULL,"IV","0","0","Содержимое набора:
🌡Усиление [IV] +4 сила (1 ч) - 1 шт 
🌡Усиление [IV] +4 ловкость (1 ч) - 1 шт 
🌡Усиление [IV] +4 интуиция (1 ч) - 1 шт
🌡Усиление [IV] +4 выносливость (1 ч) - 1 шт    
Для использования: /use_buffbox4","📋 Страница ресурса

🌡📦 Набор зелий [IV]
Содержимое набора:
🌡Усиление [IV] +4 сила (1 ч) - 1 шт 
🌡Усиление [IV] +4 ловкость (1 ч) - 1 шт 
🌡Усиление [IV] +4 интуиция (1 ч) - 1 шт
🌡Усиление [IV] +4 выносливость (1 ч) - 1 шт    
Для использования: /use_buffbox4"
"1156","🥡 Мука [Ивент]","мука","еда",NULL,NULL,"1","1","Ингредиент для приготовления кулича","📋 Страница ресурса

🥡 Мука [Ивент]
Ингредиент для приготовления кулича 
* Предмет нельзя передать"
"1157","🥚 Яйцо [Ивент]","яйцо","еда",NULL,NULL,"1","1","Ингредиент для приготовления кулича","📋 Страница ресурса

🥚 Яйцо [Ивент]
Ингредиент для приготовления кулича 
* Предмет нельзя передать"
"1158","🌈 Посыпка для кулича[Ивент]","посыпка для кулича","еда",NULL,NULL,"1","1","Ингредиент для приготовления кулича","📋 Страница ресурса

🌈 Посыпка для кулича[Ивент]
Ингредиент для приготовления кулича 
* Предмет нельзя передать"
"1159","📦 Ингридиенты для кулича [Ивент]","ингридиенты для кулича","еда",NULL,NULL,"1","1","Содержит в себе:
🌈 Посыпка для кулича[Ивент]
🥚 Яйцо [Ивент]
🥡 Мука [Ивент]","📋 Страница ресурса

📦 Ингридиенты для кулича [Ивент]
Содержит в себе:
🌈 Посыпка для кулича[Ивент]
🥚 Яйцо [Ивент]
🥡 Мука [Ивент]
* Предмет нельзя передать"
"1160","🍰 Праздничный кулич [Ивент]","праздничный кулич","еда",NULL,NULL,"1","1","При использовании увеличивает 🗡 атаку на +5% и ➕ Бонус к золоту на 25.
Время действия: 24ч
Необходимо использовать до 17 апреля включительно/use_happyeaster","📋 Страница ресурса

🍰 Праздничный кулич [Ивент]
При использовании увеличивает 🗡 атаку на +5% и ➕ Бонус к золоту на 25.
Время действия: 24ч
Необходимо использовать до 17 апреля включительно
* Предмет нельзя передать
/use_happyeaster"
"1161","💟 Случайный талант","случайный талант","талант",NULL,NULL,"0","0","Сундук содержит 1 случайный талант. Для использования: /use_box_tal_1","📋 Страница ресурса

💟 Случайный талант
Сундук содержит 1 случайный талант. Для использования: /use_box_tal_1"
"1162","📦 Сундук восточного зверя","сундук восточного зверя","контейнер",NULL,NULL,"0","0","Есть шанс достать экипировку Rhino или 👝 Мешок с ресурсами [III] 😵
Для использования: /use_box_oriental_beast","📋 Страница ресурса

📦 Сундук восточного зверя
Есть шанс достать экипировку Rhino или 👝 Мешок с ресурсами [III] 😵
Для использования: /use_box_oriental_beast"
"1163","🅾 Осколок гармонии","осколок гармонии","материал",NULL,NULL,"0","1","Собранный осколок гармонии. Используется для развития камней хаоса. 
","📋 Страница ресурса

🅾 Осколок гармонии
Собранный осколок гармонии. Используется для развития камней хаоса. 
* Предмет нельзя передать

Дроп c монстров:
👾 Жрец🔸23 🔥Очаг сопротивления[III]
👺 Жрец🔸23 🔥Очаг сопротивления[III]
👹 Жрец🔸23 🔥Очаг сопротивления[III]
🗿Каменный страж🔸26 🏰Зал храма
🌪Дух Вьюги🔸27 🏰Зал Вьюги
🐺Воплощение Пурги🌨🔸28 🏰Зал Пурги
💀 Маржана, воплощение зимы🔸30 🏰Зал Маржаны
💰👳🏽 Скупщик краденного🔸30 Тайная локация
💰👳🏽 Карманник🔸30 Тайная локация
🏇 Конокрад🔸30 Тайная локация
🗡👳‍♂️ Налетчик🔸30 Тайная локация
🐀 Жирная крыса🔸30 Тайная локация
🕷 Ядовитый паук🔸30 Тайная локация
🐁 Крыса альбинос🔸30 Тайная локация
🐀 Грязная крыса🔸30 Тайная локация
🐀 Вонючая крыса🔸30 Тайная локация
☢️🐀 Мутировавшая крыса🔸30 Тайная локация
🧑‍🎨 Нищий🔸30 Тайная локация
🦠🐀 Зараженная крыса🔸31 Тайная локация
👨‍🎨 Смотрящий за трущобами🔸31 Тайная локация
💂‍♂️ Падший гладиатор🔸31 Тайная локация
🥷🏻 Наёмный убийца🔸31 Тайная локация
👩‍🚒 Телохранитель🔸31 Тайная локация
🦠😷 Прокаженный🔸31 Тайная локация
🐀 Бешеная крыса🔸31 Тайная локация"
"1164","🦀 Мясо краба","мясо краба","еда",NULL,NULL,"0","1","Сочное мясо краба, ценно на рынке. 
","📋 Страница ресурса

🦀 Мясо краба
Сочное мясо краба, ценно на рынке. 
* Предмет нельзя передать

Дроп c монстров:
☀️🦀 Песочный краб🔸30 🛕 Башня исследований"
"1165","📦 Сундук Питера","сундук питера","контейнер",NULL,NULL,"0","1","Контейнер включает в себя одну из следующих вещей:

🔧 Личный ремкомплект - 1шт
👝 Мешок материи - 3шт
🎇 Осколок хаоса - 50шт
🅾 Осколок гармонии - 10шт
🔖 Безопасный свиток заточки [II] - 3 шт.
🔖 Безопасный свиток заточки [III] - 3 шт.
🔖 Безопасный свиток заточки [IV] - 3 шт.
🚷 Личный свиток ""Only PvE"" 1ч -1шт.
🔖 Свиток удачи - 5 шт.
🔖 Личный свиток антилопы - 5шт.
💰 Мешок с золотом (600)
🎲 Моментальная лотерея - 1шт
🌡🎆 Личное зелье очищения камня [II]
🌡🎆 Личное зелье очищения камня [III]
💟 Случайный талант - 1шт
👝 Случайный камень хаоса - 3шт
 
Для использования: /use_box_piter","📋 Страница ресурса

📦 Сундук Питера
Контейнер включает в себя одну из следующих вещей:

🔧 Личный ремкомплект - 1шт
👝 Мешок материи - 3шт
🎇 Осколок хаоса - 50шт
🅾 Осколок гармонии - 10шт
🔖 Безопасный свиток заточки [II] - 3 шт.
🔖 Безопасный свиток заточки [III] - 3 шт.
🔖 Безопасный свиток заточки [IV] - 3 шт.
🚷 Личный свиток ""Only PvE"" 1ч -1шт.
🔖 Свиток удачи - 5 шт.
🔖 Личный свиток антилопы - 5шт.
💰 Мешок с золотом (600)
🎲 Моментальная лотерея - 1шт
🌡🎆 Личное зелье очищения камня [II]
🌡🎆 Личное зелье очищения камня [III]
💟 Случайный талант - 1шт
👝 Случайный камень хаоса - 3шт

* Предмет нельзя передать 
Для использования: /use_box_piter"
"1166","🦇 Крылья летучей мыши","крылья летучей мыши","материал",NULL,NULL,"0","0","Крылья летучей мыши, добытые на охоте. 

Устаревший ресурс, годится только для продажи скупщику","📋 Страница ресурса

🦇 Крылья летучей мыши
Крылья летучей мыши, добытые на охоте. 

Устаревший ресурс, годится только для продажи скупщику"
"1167","🦑 Морской циртец","морской циртец","материал",NULL,NULL,"0","0","редкий","📋 Страница ресурса

🦑 Морской циртец
редкий"
"1168","🥓 Мраморное мясо","мраморное мясо","еда",NULL,NULL,"0","0","редкий","📋 Страница ресурса

🥓 Мраморное мясо
редкий"
"1169","🧊 Белый кавелит","белый кавелит","прочее",NULL,NULL,"0","0","Можно продать скупщику","📋 Страница ресурса

🧊 Белый кавелит
Можно продать скупщику"
"1170","🔖 Личный свиток ремесла","личный свиток ремесла","свиток",NULL,NULL,"0","1","Увеличивает ремесленный опыт на +50% 
Срок действия: 5 часовДля использования: /use_p_remeslo","📋 Страница ресурса

🔖 Личный свиток ремесла
Увеличивает ремесленный опыт на +50% 
Срок действия: 5 часов
* Предмет нельзя передать
Для использования: /use_p_remeslo"
"1171","🥘 Блюдо из мяса [III]","блюдо из мяса","еда",NULL,"III","0","0","Увеличивает:
🗡 Атаку на 20 ед.
Можно использовать только 1 Блюдо из мяса одновременно
Время действия: 2 часа
Для использования: /use_meat_eat3","📋 Страница ресурса

🥘 Блюдо из мяса [III]
Увеличивает:
🗡 Атаку на 20 ед.
Можно использовать только 1 Блюдо из мяса одновременно
Время действия: 2 часа
Для использования: /use_meat_eat3"
"1172","🍲 Блюдо из рыбы [III]","блюдо из рыбы","еда",NULL,"III","0","0","Увеличивает: 
❤️ Здоровье на 100 ед.
Можно использовать только 1 Блюдо из рыбы одновременно
Время действия: 2 часа 
Для использования: /use_fish_eat3","📋 Страница ресурса

🍲 Блюдо из рыбы [III]
Увеличивает: 
❤️ Здоровье на 100 ед.
Можно использовать только 1 Блюдо из рыбы одновременно
Время действия: 2 часа 
Для использования: /use_fish_eat3"
"1173","🦐 Рыбный паразит [Квест]","рыбный паразит квест","еда",NULL,NULL,"0","1","Заражает рыбу в водоемах. 
","📋 Страница ресурса

🦐 Рыбный паразит [Квест]
Заражает рыбу в водоемах. 
* Предмет нельзя передать

Дроп c монстров:
🩸🐟 Яростная пиранья🔸31 🌊⚓️ Прибрежные воды
🩸🐟 Зараженная рыба🔸31 🌊⚓️ Прибрежные воды
🩸🐟 Зараженная пиранья🔸31 🌊⚓️ Прибрежные воды"
"1174","🍛 Аквельский обед [III]","аквельский обед","еда",NULL,"III","0","0","Увеличивает: 
🗡 Атаку на 25 ед.
❤️ Здоровье на 125 ед.
Можно использовать только 1 Аквельский обед одновременно
Время действия: 2 часа 
Для использования: /use_acvelia_eat3","📋 Страница ресурса

🍛 Аквельский обед [III]
Увеличивает: 
🗡 Атаку на 25 ед.
❤️ Здоровье на 125 ед.
Можно использовать только 1 Аквельский обед одновременно
Время действия: 2 часа 
Для использования: /use_acvelia_eat3"
"1175","👝 Камень гармонии","камень гармонии","материал",NULL,NULL,"0","1","Мешок, содержащий камень гармонии. Можно выбрать 1 из предложенных камней:
- Камень предвидения: /use_gem_pred
- Камень точности: /use_gem_acc
- Камень уворота: /use_gem_lov
- Камень крита: /use_gem_crit
","📋 Страница ресурса

👝 Камень гармонии
Мешок, содержащий камень гармонии. Можно выбрать 1 из предложенных камней:
- Камень предвидения: /use_gem_pred
- Камень точности: /use_gem_acc
- Камень уворота: /use_gem_lov
- Камень крита: /use_gem_crit
* Предмет нельзя передать

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1176","🥫 Руна оракула","руна оракула","материал",NULL,NULL,"0","0","Руна собранная из тела оракула. Используется в алхимии

","📋 Страница ресурса

🥫 Руна оракула
Руна собранная из тела оракула. Используется в алхимии

Дроп c монстров:
👾 Оракул🔸33 🔥Очаг сопротивления[IV]
👹 Оракул🔸33 🔥Очаг сопротивления[IV]
👺 Оракул🔸33 🔥Очаг сопротивления[IV]"
"1177","🔖 Личный свиток бонуса заточки 5%","личный свиток бонуса заточки 5%","прочее",NULL,NULL,"0","1","Дает временный бонус заточки +5% к фактическому шансу на 1 заточку. Предмет нужно заточить за 60 минут после использования свитка/use_penchantbonus5","📋 Страница ресурса

🔖 Личный свиток бонуса заточки 5%
Дает временный бонус заточки +5% к фактическому шансу на 1 заточку. Предмет нужно заточить за 60 минут после использования свитка
* Предмет нельзя передать
/use_penchantbonus5"
